cell_id_0	celltype
R1.40,R2.59,R3.88,P1.07	Basal
R1.40,R2.60,R3.20,P1.08	IRS
R1.40,R2.60,R3.24,P1.07	TAC-1
R1.40,R2.60,R3.39,P1.08	Basal
R1.40,R2.60,R3.88,P1.05	Dermal_Fibroblast
R1.40,R2.60,R3.94,P1.07	Basal
R1.40,R2.61,R3.21,P1.07	Endothelial
R1.40,R2.61,R3.68,P1.07	Basal
R1.40,R2.61,R3.82,P1.07	Spinous
R1.40,R2.62,R3.03,P1.07	K6+_Bulge_Companion_Layer
R1.40,R2.62,R3.05,P1.05	Isthmus
R1.40,R2.62,R3.43,P1.07	Basal
R1.40,R2.62,R3.59,P1.07	Basal
R1.40,R2.62,R3.89,P1.07	Basal
R1.40,R2.63,R3.29,P1.05	Dermal_Fibroblast
R1.40,R2.63,R3.50,P1.06	Spinous
R1.40,R2.63,R3.67,P1.05	Infundibulum
R1.40,R2.64,R3.42,P1.08	Infundibulum
R1.40,R2.64,R3.61,P1.06	Basal
R1.40,R2.64,R3.66,P1.05	alowCD34+_bulge
R1.40,R2.64,R3.73,P1.06	Spinous
R1.40,R2.64,R3.91,P1.08	Hair_Shaft-cuticle.cortex
R1.40,R2.65,R3.13,P1.07	Basal
R1.40,R2.65,R3.22,P1.08	Spinous
R1.40,R2.65,R3.48,P1.07	Spinous
R1.40,R2.65,R3.70,P1.08	Granular
R1.40,R2.65,R3.81,P1.07	Dermal_Papilla
R1.40,R2.66,R3.10,P1.06	ORS
R1.40,R2.66,R3.18,P1.05	TAC-1
R1.40,R2.66,R3.48,P1.06	Basal
R1.40,R2.66,R3.69,P1.05	Mix
R1.40,R2.66,R3.69,P1.07	Melanocyte
R1.40,R2.66,R3.69,P1.08	Granular
R1.40,R2.66,R3.88,P1.07	Basal
R1.40,R2.67,R3.38,P1.05	Mix
R1.40,R2.68,R3.28,P1.08	Schwann_Cell
R1.40,R2.68,R3.43,P1.07	ahighCD34+_bulge
R1.40,R2.68,R3.65,P1.06	Hair_Shaft-cuticle.cortex
R1.40,R2.69,R3.40,P1.05	Spinous
R1.40,R2.69,R3.50,P1.07	Basal
R1.40,R2.70,R3.10,P1.06	Spinous
R1.40,R2.70,R3.47,P1.07	Basal
R1.40,R2.70,R3.68,P1.07	IRS
R1.40,R2.70,R3.82,P1.06	TAC-1
R1.40,R2.70,R3.89,P1.06	Basal
R1.40,R2.70,R3.92,P1.07	TAC-2
R1.40,R2.71,R3.16,P1.08	Sebaceous_Gland
R1.40,R2.71,R3.38,P1.08	Infundibulum
R1.40,R2.71,R3.86,P1.05	Infundibulum
R1.40,R2.72,R3.02,P1.05	Spinous
R1.40,R2.72,R3.02,P1.06	alowCD34+_bulge
R1.40,R2.72,R3.08,P1.08	Infundibulum
R1.40,R2.72,R3.17,P1.06	ahighCD34+_bulge
R1.40,R2.72,R3.26,P1.06	Basal
R1.40,R2.72,R3.37,P1.06	Hair_Shaft-cuticle.cortex
R1.40,R2.72,R3.72,P1.06	Basal
R1.40,R2.73,R3.06,P1.07	Endothelial
R1.40,R2.73,R3.48,P1.06	TAC-2
R1.40,R2.73,R3.60,P1.08	Basal
R1.40,R2.73,R3.70,P1.08	Infundibulum
R1.40,R2.73,R3.72,P1.06	alowCD34+_bulge
R1.40,R2.74,R3.01,P1.05	Hair_Shaft-cuticle.cortex
R1.40,R2.74,R3.35,P1.07	Basal
R1.40,R2.74,R3.39,P1.05	Mix
R1.40,R2.74,R3.43,P1.06	Infundibulum
R1.40,R2.74,R3.71,P1.05	Medulla
R1.40,R2.74,R3.86,P1.06	Basal
R1.40,R2.75,R3.06,P1.06	Infundibulum
R1.40,R2.75,R3.13,P1.05	ORS
R1.40,R2.75,R3.14,P1.07	Basal
R1.40,R2.75,R3.28,P1.08	Basal
R1.40,R2.75,R3.32,P1.08	Medulla
R1.40,R2.75,R3.44,P1.06	Basal
R1.40,R2.75,R3.85,P1.06	ahighCD34+_bulge
R1.40,R2.75,R3.89,P1.07	Basal
R1.40,R2.75,R3.91,P1.06	ahighCD34+_bulge
R1.40,R2.76,R3.30,P1.07	TAC-1
R1.40,R2.76,R3.31,P1.07	Basal
R1.40,R2.76,R3.38,P1.08	K6+_Bulge_Companion_Layer
R1.40,R2.76,R3.68,P1.06	TAC-1
R1.40,R2.76,R3.85,P1.08	TAC-1
R1.40,R2.77,R3.13,P1.05	Mix
R1.40,R2.77,R3.29,P1.06	TAC-1
R1.40,R2.77,R3.38,P1.08	ORS
R1.40,R2.77,R3.52,P1.06	TAC-1
R1.40,R2.77,R3.69,P1.05	Basal
R1.40,R2.78,R3.09,P1.06	Basal
R1.40,R2.78,R3.28,P1.06	Basal
R1.40,R2.78,R3.32,P1.08	Infundibulum
R1.40,R2.78,R3.40,P1.05	Mix
R1.40,R2.78,R3.45,P1.07	TAC-2
R1.40,R2.78,R3.45,P1.08	Spinous
R1.40,R2.78,R3.87,P1.05	K6+_Bulge_Companion_Layer
R1.40,R2.79,R3.01,P1.08	Isthmus
R1.40,R2.79,R3.23,P1.06	TAC-1
R1.40,R2.79,R3.36,P1.06	TAC-2
R1.40,R2.79,R3.67,P1.06	ORS
R1.40,R2.80,R3.18,P1.07	alowCD34+_bulge
R1.40,R2.80,R3.39,P1.05	Mix
R1.40,R2.81,R3.12,P1.07	Infundibulum
R1.40,R2.81,R3.89,P1.05	Mix
R1.40,R2.82,R3.43,P1.08	Melanocyte
R1.40,R2.82,R3.64,P1.05	Mix
R1.40,R2.82,R3.70,P1.06	K6+_Bulge_Companion_Layer
R1.40,R2.83,R3.01,P1.07	Basal
R1.40,R2.83,R3.10,P1.07	alowCD34+_bulge
R1.40,R2.83,R3.21,P1.08	TAC-2
R1.40,R2.83,R3.63,P1.06	Infundibulum
R1.40,R2.84,R3.11,P1.06	TAC-1
R1.40,R2.84,R3.73,P1.05	Mix
R1.40,R2.85,R3.47,P1.07	ahighCD34+_bulge
R1.40,R2.85,R3.71,P1.05	Dermal_Fibroblast
R1.40,R2.86,R3.09,P1.07	alowCD34+_bulge
R1.40,R2.86,R3.29,P1.06	TAC-1
R1.40,R2.86,R3.40,P1.06	Basal
R1.40,R2.86,R3.61,P1.07	Basal
R1.40,R2.87,R3.02,P1.06	Basal
R1.40,R2.87,R3.23,P1.08	TAC-1
R1.40,R2.87,R3.24,P1.07	alowCD34+_bulge
R1.40,R2.87,R3.89,P1.05	Dermal_Fibroblast
R1.40,R2.88,R3.54,P1.07	Endothelial
R1.40,R2.89,R3.06,P1.06	Basal
R1.40,R2.89,R3.14,P1.05	Mix
R1.40,R2.89,R3.22,P1.06	K6+_Bulge_Companion_Layer
R1.40,R2.89,R3.23,P1.07	TAC-1
R1.40,R2.89,R3.43,P1.05	Mix
R1.40,R2.89,R3.43,P1.07	Hair_Shaft-cuticle.cortex
R1.40,R2.90,R3.15,P1.07	Isthmus
R1.40,R2.90,R3.29,P1.08	Endothelial
R1.40,R2.90,R3.53,P1.05	Mix
R1.40,R2.90,R3.68,P1.08	TAC-1
R1.40,R2.91,R3.14,P1.06	Infundibulum
R1.40,R2.91,R3.28,P1.06	Basal
R1.40,R2.91,R3.86,P1.06	Basal
R1.40,R2.91,R3.94,P1.06	Basal
R1.40,R2.92,R3.29,P1.08	Dermal_Papilla
R1.40,R2.92,R3.67,P1.05	Mix
R1.40,R2.92,R3.87,P1.05	Dermal_Papilla
R1.40,R2.93,R3.05,P1.05	Basal
R1.40,R2.93,R3.05,P1.08	ahighCD34+_bulge
R1.40,R2.93,R3.08,P1.05	Granular
R1.40,R2.93,R3.22,P1.07	Isthmus
R1.40,R2.93,R3.48,P1.06	Basal
R1.40,R2.94,R3.14,P1.07	Basal
R1.40,R2.94,R3.33,P1.07	Infundibulum
R1.40,R2.94,R3.68,P1.07	Hair_Shaft-cuticle.cortex
R1.40,R2.94,R3.90,P1.05	ahighCD34+_bulge
R1.40,R2.94,R3.92,P1.07	Dermal_Papilla
R1.40,R2.95,R3.42,P1.06	ORS
R1.40,R2.95,R3.61,P1.05	Basal
R1.40,R2.95,R3.67,P1.05	Mix
R1.40,R2.96,R3.39,P1.07	Infundibulum
R1.40,R2.96,R3.48,P1.07	Basal
R1.40,R2.96,R3.65,P1.05	Mix
R1.40,R2.96,R3.67,P1.06	Spinous
R1.41,R2.01,R3.59,P1.05	Dermal_Fibroblast
R1.41,R2.01,R3.65,P1.06	Hair_Shaft-cuticle.cortex
R1.41,R2.01,R3.67,P1.05	Mix
R1.41,R2.01,R3.67,P1.08	Hair_Shaft-cuticle.cortex
R1.41,R2.01,R3.72,P1.08	Basal
R1.41,R2.01,R3.73,P1.06	Spinous
R1.41,R2.01,R3.89,P1.06	Dermal_Papilla
R1.41,R2.02,R3.09,P1.06	TAC-2
R1.41,R2.02,R3.14,P1.08	alowCD34+_bulge
R1.41,R2.02,R3.33,P1.05	TAC-2
R1.41,R2.02,R3.33,P1.07	alowCD34+_bulge
R1.41,R2.02,R3.55,P1.07	Basal
R1.41,R2.02,R3.64,P1.05	Mix
R1.41,R2.02,R3.65,P1.08	ORS
R1.41,R2.02,R3.86,P1.07	Infundibulum
R1.41,R2.02,R3.94,P1.06	Basal
R1.41,R2.03,R3.10,P1.08	Dermal_Sheath
R1.41,R2.03,R3.27,P1.07	Infundibulum
R1.41,R2.03,R3.54,P1.06	Basal
R1.41,R2.04,R3.02,P1.07	Basal
R1.41,R2.04,R3.21,P1.07	Granular
R1.41,R2.04,R3.27,P1.07	IRS
R1.41,R2.04,R3.43,P1.05	Infundibulum
R1.41,R2.04,R3.64,P1.05	ORS
R1.41,R2.04,R3.72,P1.05	Infundibulum
R1.41,R2.05,R3.39,P1.06	TAC-1
R1.41,R2.05,R3.69,P1.07	Medulla
R1.41,R2.05,R3.80,P1.07	Melanocyte
R1.41,R2.06,R3.11,P1.08	Basal
R1.41,R2.06,R3.12,P1.07	Hair_Shaft-cuticle.cortex
R1.41,R2.06,R3.18,P1.05	ahighCD34+_bulge
R1.41,R2.06,R3.55,P1.07	Spinous
R1.41,R2.06,R3.83,P1.06	Spinous
R1.41,R2.06,R3.87,P1.06	alowCD34+_bulge
R1.41,R2.07,R3.03,P1.05	Basal
R1.41,R2.07,R3.16,P1.05	Mix
R1.41,R2.07,R3.26,P1.07	Endothelial
R1.41,R2.07,R3.36,P1.06	Hair_Shaft-cuticle.cortex
R1.41,R2.07,R3.86,P1.05	Infundibulum
R1.41,R2.08,R3.16,P1.05	Infundibulum
R1.41,R2.08,R3.40,P1.07	Medulla
R1.41,R2.08,R3.43,P1.08	TAC-2
R1.41,R2.08,R3.55,P1.06	Infundibulum
R1.41,R2.09,R3.56,P1.05	Dermal_Fibroblast
R1.41,R2.10,R3.74,P1.07	Spinous
R1.41,R2.11,R3.11,P1.07	Basal
R1.41,R2.11,R3.17,P1.07	Medulla
R1.41,R2.12,R3.36,P1.07	ORS
R1.41,R2.12,R3.60,P1.06	Infundibulum
R1.41,R2.12,R3.68,P1.08	ORS
R1.41,R2.12,R3.72,P1.06	alowCD34+_bulge
R1.41,R2.12,R3.81,P1.07	Infundibulum
R1.41,R2.12,R3.91,P1.07	Infundibulum
R1.41,R2.13,R3.12,P1.06	Basal
R1.41,R2.13,R3.20,P1.08	Spinous
R1.41,R2.13,R3.33,P1.08	Spinous
R1.41,R2.13,R3.40,P1.07	Basal
R1.41,R2.13,R3.47,P1.06	Hair_Shaft-cuticle.cortex
R1.41,R2.13,R3.50,P1.07	ahighCD34+_bulge
R1.41,R2.13,R3.59,P1.07	Basal
R1.41,R2.13,R3.74,P1.05	Infundibulum
R1.41,R2.13,R3.88,P1.08	Basal
R1.41,R2.14,R3.18,P1.05	ahighCD34+_bulge
R1.41,R2.14,R3.22,P1.08	Spinous
R1.41,R2.15,R3.15,P1.06	IRS
R1.41,R2.15,R3.50,P1.07	Medulla
R1.41,R2.15,R3.61,P1.08	Infundibulum
R1.41,R2.16,R3.01,P1.06	Basal
R1.41,R2.16,R3.02,P1.07	Spinous
R1.41,R2.16,R3.28,P1.05	Dermal_Papilla
R1.41,R2.16,R3.85,P1.05	alowCD34+_bulge
R1.41,R2.16,R3.95,P1.06	Spinous
R1.41,R2.17,R3.14,P1.05	Dermal_Sheath
R1.41,R2.17,R3.41,P1.08	TAC-1
R1.41,R2.17,R3.84,P1.05	Basal
R1.41,R2.17,R3.88,P1.06	Endothelial
R1.41,R2.18,R3.05,P1.05	Mix
R1.41,R2.18,R3.29,P1.07	Basal
R1.41,R2.18,R3.66,P1.06	Spinous
R1.41,R2.18,R3.69,P1.07	Basal
R1.41,R2.18,R3.74,P1.05	Mix
R1.41,R2.18,R3.82,P1.05	Mix
R1.41,R2.18,R3.83,P1.07	ahighCD34+_bulge
R1.41,R2.19,R3.68,P1.08	TAC-1
R1.41,R2.19,R3.70,P1.08	Infundibulum
R1.41,R2.19,R3.71,P1.08	Spinous
R1.41,R2.19,R3.88,P1.07	TAC-1
R1.41,R2.20,R3.03,P1.07	alowCD34+_bulge
R1.41,R2.20,R3.30,P1.05	Spinous
R1.41,R2.20,R3.62,P1.07	Hair_Shaft-cuticle.cortex
R1.41,R2.20,R3.72,P1.08	Basal
R1.41,R2.20,R3.76,P1.06	Infundibulum
R1.41,R2.21,R3.22,P1.08	ORS
R1.41,R2.21,R3.25,P1.07	ORS
R1.41,R2.21,R3.27,P1.06	Infundibulum
R1.41,R2.21,R3.29,P1.06	TAC-1
R1.41,R2.21,R3.47,P1.07	Basal
R1.41,R2.21,R3.56,P1.06	Infundibulum
R1.41,R2.21,R3.62,P1.05	Basal
R1.41,R2.21,R3.90,P1.06	Spinous
R1.41,R2.22,R3.01,P1.08	Basal
R1.41,R2.22,R3.36,P1.07	Infundibulum
R1.41,R2.22,R3.45,P1.08	Basal
R1.41,R2.22,R3.49,P1.06	TAC-1
R1.41,R2.22,R3.68,P1.08	alowCD34+_bulge
R1.41,R2.22,R3.80,P1.08	alowCD34+_bulge
R1.41,R2.23,R3.43,P1.08	Basal
R1.41,R2.23,R3.56,P1.07	TAC-1
R1.41,R2.23,R3.74,P1.07	Infundibulum
R1.41,R2.23,R3.81,P1.06	Sebaceous_Gland
R1.41,R2.24,R3.03,P1.05	ahighCD34+_bulge
R1.41,R2.24,R3.65,P1.07	Basal
R1.41,R2.24,R3.91,P1.08	Isthmus
R1.41,R2.25,R3.31,P1.06	Basal
R1.41,R2.25,R3.31,P1.08	Spinous
R1.41,R2.25,R3.33,P1.06	Endothelial
R1.41,R2.25,R3.43,P1.06	K6+_Bulge_Companion_Layer
R1.41,R2.25,R3.73,P1.07	Hair_Shaft-cuticle.cortex
R1.41,R2.26,R3.02,P1.05	Infundibulum
R1.41,R2.26,R3.25,P1.06	Endothelial
R1.41,R2.26,R3.35,P1.08	Spinous
R1.41,R2.26,R3.91,P1.06	Infundibulum
R1.41,R2.27,R3.06,P1.05	TAC-1
R1.41,R2.27,R3.06,P1.07	Basal
R1.41,R2.27,R3.13,P1.05	Melanocyte
R1.41,R2.27,R3.17,P1.08	Dermal_Fibroblast
R1.41,R2.27,R3.81,P1.07	Basal
R1.41,R2.28,R3.12,P1.06	Isthmus
R1.41,R2.28,R3.13,P1.08	Spinous
R1.41,R2.28,R3.15,P1.08	Basal
R1.41,R2.28,R3.37,P1.08	Basal
R1.41,R2.28,R3.72,P1.06	Basal
R1.41,R2.29,R3.08,P1.05	Spinous
R1.41,R2.29,R3.14,P1.07	Dermal_Fibroblast
R1.41,R2.29,R3.15,P1.06	alowCD34+_bulge
R1.41,R2.29,R3.33,P1.07	Basal
R1.41,R2.29,R3.57,P1.06	Basal
R1.41,R2.29,R3.57,P1.07	Infundibulum
R1.41,R2.29,R3.86,P1.05	Basal
R1.41,R2.30,R3.55,P1.06	TAC-1
R1.41,R2.30,R3.60,P1.06	Basal
R1.41,R2.30,R3.68,P1.05	TAC-1
R1.41,R2.31,R3.08,P1.05	Basal
R1.41,R2.31,R3.09,P1.08	Infundibulum
R1.41,R2.31,R3.13,P1.07	Basal
R1.41,R2.31,R3.24,P1.06	Infundibulum
R1.41,R2.31,R3.38,P1.07	TAC-1
R1.41,R2.31,R3.50,P1.07	TAC-1
R1.41,R2.32,R3.05,P1.08	Basal
R1.41,R2.32,R3.18,P1.05	Mix
R1.41,R2.32,R3.53,P1.06	Dermal_Papilla
R1.41,R2.32,R3.71,P1.05	Basal
R1.41,R2.32,R3.71,P1.08	Hair_Shaft-cuticle.cortex
R1.41,R2.32,R3.74,P1.05	Mix
R1.41,R2.33,R3.05,P1.06	ahighCD34+_bulge
R1.41,R2.33,R3.16,P1.06	Hair_Shaft-cuticle.cortex
R1.41,R2.33,R3.58,P1.07	K6+_Bulge_Companion_Layer
R1.41,R2.34,R3.61,P1.06	Basal
R1.41,R2.35,R3.03,P1.05	Mix
R1.41,R2.35,R3.13,P1.06	TAC-1
R1.41,R2.35,R3.29,P1.06	Spinous
R1.41,R2.35,R3.29,P1.07	ahighCD34+_bulge
R1.41,R2.36,R3.02,P1.05	Mix
R1.41,R2.36,R3.03,P1.07	TAC-1
R1.41,R2.36,R3.03,P1.08	Spinous
R1.41,R2.36,R3.09,P1.05	Hair_Shaft-cuticle.cortex
R1.41,R2.36,R3.16,P1.07	Basal
R1.41,R2.36,R3.28,P1.08	alowCD34+_bulge
R1.41,R2.36,R3.32,P1.06	Spinous
R1.41,R2.36,R3.45,P1.05	Mix
R1.41,R2.36,R3.63,P1.05	Infundibulum
R1.41,R2.36,R3.67,P1.05	K6+_Bulge_Companion_Layer
R1.41,R2.36,R3.73,P1.07	Basal
R1.41,R2.37,R3.14,P1.07	alowCD34+_bulge
R1.41,R2.37,R3.16,P1.07	Endothelial
R1.41,R2.37,R3.60,P1.07	Schwann_Cell
R1.41,R2.38,R3.20,P1.08	TAC-1
R1.41,R2.38,R3.45,P1.05	Basal
R1.41,R2.38,R3.62,P1.05	alowCD34+_bulge
R1.41,R2.38,R3.73,P1.06	ahighCD34+_bulge
R1.41,R2.38,R3.74,P1.07	TAC-2
R1.41,R2.38,R3.78,P1.05	IRS
R1.41,R2.38,R3.81,P1.06	Basal
R1.41,R2.38,R3.95,P1.06	Endothelial
R1.41,R2.39,R3.23,P1.05	Granular
R1.41,R2.39,R3.23,P1.06	TAC-1
R1.41,R2.39,R3.30,P1.08	alowCD34+_bulge
R1.41,R2.39,R3.79,P1.06	Basal
R1.41,R2.40,R3.06,P1.05	Basal
R1.41,R2.40,R3.08,P1.05	Basal
R1.41,R2.40,R3.11,P1.07	Spinous
R1.41,R2.40,R3.14,P1.07	ahighCD34+_bulge
R1.41,R2.40,R3.31,P1.06	Basal
R1.41,R2.40,R3.31,P1.07	Basal
R1.41,R2.40,R3.59,P1.07	Isthmus
R1.41,R2.40,R3.66,P1.06	Medulla
R1.41,R2.41,R3.01,P1.06	Basal
R1.41,R2.41,R3.06,P1.06	Isthmus
R1.41,R2.41,R3.06,P1.07	Basal
R1.41,R2.41,R3.26,P1.07	alowCD34+_bulge
R1.41,R2.41,R3.28,P1.06	Infundibulum
R1.41,R2.41,R3.62,P1.08	IRS
R1.41,R2.41,R3.64,P1.08	Basal
R1.41,R2.41,R3.84,P1.07	Basal
R1.41,R2.41,R3.96,P1.06	alowCD34+_bulge
R1.41,R2.42,R3.36,P1.07	Dermal_Papilla
R1.41,R2.42,R3.69,P1.06	alowCD34+_bulge
R1.41,R2.42,R3.89,P1.08	TAC-2
R1.41,R2.42,R3.92,P1.07	Basal
R1.41,R2.43,R3.01,P1.08	ahighCD34+_bulge
R1.41,R2.43,R3.08,P1.05	Basal
R1.41,R2.43,R3.43,P1.07	ahighCD34+_bulge
R1.41,R2.43,R3.60,P1.07	Basal
R1.41,R2.44,R3.35,P1.06	Infundibulum
R1.41,R2.45,R3.48,P1.06	Spinous
R1.41,R2.45,R3.72,P1.08	TAC-2
R1.41,R2.45,R3.85,P1.05	Isthmus
R1.41,R2.45,R3.85,P1.07	Spinous
R1.41,R2.45,R3.89,P1.05	Mix
R1.41,R2.46,R3.35,P1.08	Infundibulum
R1.41,R2.46,R3.76,P1.06	Spinous
R1.41,R2.46,R3.82,P1.08	ORS
R1.41,R2.46,R3.88,P1.06	TAC-1
R1.41,R2.47,R3.17,P1.06	Medulla
R1.41,R2.47,R3.41,P1.07	Infundibulum
R1.41,R2.47,R3.46,P1.06	Basal
R1.41,R2.47,R3.74,P1.05	Mix
R1.41,R2.47,R3.91,P1.06	TAC-1
R1.41,R2.48,R3.22,P1.05	Basal
R1.41,R2.48,R3.42,P1.07	Basal
R1.41,R2.49,R3.25,P1.06	Spinous
R1.41,R2.49,R3.69,P1.08	Hair_Shaft-cuticle.cortex
R1.41,R2.49,R3.72,P1.08	TAC-2
R1.41,R2.49,R3.90,P1.06	TAC-1
R1.41,R2.50,R3.11,P1.07	Infundibulum
R1.41,R2.50,R3.29,P1.08	Basal
R1.41,R2.50,R3.52,P1.06	Spinous
R1.41,R2.50,R3.52,P1.07	Basal
R1.41,R2.50,R3.63,P1.05	Basal
R1.41,R2.50,R3.68,P1.07	Basal
R1.41,R2.50,R3.69,P1.08	Basal
R1.41,R2.50,R3.71,P1.07	Spinous
R1.41,R2.51,R3.41,P1.07	Isthmus
R1.41,R2.51,R3.56,P1.07	Infundibulum
R1.41,R2.51,R3.77,P1.06	Basal
R1.41,R2.51,R3.86,P1.06	Basal
R1.41,R2.52,R3.01,P1.05	Mix
R1.41,R2.52,R3.04,P1.07	Infundibulum
R1.41,R2.52,R3.14,P1.06	Dermal_Papilla
R1.41,R2.52,R3.18,P1.06	Spinous
R1.41,R2.52,R3.52,P1.07	K6+_Bulge_Companion_Layer
R1.41,R2.52,R3.68,P1.07	Basal
R1.41,R2.52,R3.79,P1.07	Basal
R1.41,R2.53,R3.46,P1.05	TAC-2
R1.41,R2.54,R3.39,P1.06	Hair_Shaft-cuticle.cortex
R1.41,R2.54,R3.40,P1.05	Infundibulum
R1.41,R2.54,R3.44,P1.07	ORS
R1.41,R2.54,R3.77,P1.07	ORS
R1.41,R2.55,R3.24,P1.07	Hair_Shaft-cuticle.cortex
R1.41,R2.55,R3.42,P1.06	TAC-1
R1.41,R2.55,R3.67,P1.07	Basal
R1.41,R2.56,R3.16,P1.05	Medulla
R1.41,R2.56,R3.21,P1.06	Basal
R1.41,R2.56,R3.26,P1.06	alowCD34+_bulge
R1.41,R2.56,R3.73,P1.07	Infundibulum
R1.41,R2.56,R3.88,P1.08	alowCD34+_bulge
R1.41,R2.57,R3.08,P1.05	Basal
R1.41,R2.57,R3.13,P1.06	TAC-1
R1.41,R2.57,R3.15,P1.05	Spinous
R1.41,R2.57,R3.16,P1.07	Infundibulum
R1.41,R2.57,R3.18,P1.05	ahighCD34+_bulge
R1.41,R2.57,R3.22,P1.07	Basal
R1.41,R2.57,R3.25,P1.07	Infundibulum
R1.41,R2.57,R3.72,P1.08	Endothelial
R1.41,R2.57,R3.87,P1.08	Endothelial
R1.41,R2.58,R3.01,P1.06	ahighCD34+_bulge
R1.41,R2.58,R3.02,P1.06	Infundibulum
R1.41,R2.58,R3.17,P1.07	Basal
R1.41,R2.58,R3.21,P1.06	TAC-1
R1.41,R2.58,R3.31,P1.07	Infundibulum
R1.41,R2.58,R3.35,P1.05	Mix
R1.41,R2.58,R3.51,P1.05	Endothelial
R1.41,R2.58,R3.52,P1.07	Basal
R1.41,R2.58,R3.67,P1.05	Infundibulum
R1.41,R2.59,R3.11,P1.08	Infundibulum
R1.41,R2.59,R3.20,P1.07	Infundibulum
R1.41,R2.59,R3.30,P1.08	Infundibulum
R1.41,R2.59,R3.35,P1.05	Mix
R1.41,R2.59,R3.41,P1.06	TAC-2
R1.41,R2.59,R3.44,P1.07	Spinous
R1.41,R2.59,R3.70,P1.05	Infundibulum
R1.41,R2.59,R3.73,P1.06	Medulla
R1.41,R2.59,R3.80,P1.05	Endothelial
R1.41,R2.59,R3.83,P1.06	Dermal_Papilla
R1.41,R2.60,R3.11,P1.06	Basal
R1.41,R2.60,R3.54,P1.06	Basal
R1.41,R2.60,R3.89,P1.07	Basal
R1.41,R2.62,R3.08,P1.07	Basal
R1.41,R2.62,R3.20,P1.07	ahighCD34+_bulge
R1.41,R2.62,R3.53,P1.07	Spinous
R1.41,R2.62,R3.85,P1.07	TAC-1
R1.41,R2.63,R3.15,P1.06	TAC-1
R1.41,R2.63,R3.32,P1.06	Infundibulum
R1.41,R2.63,R3.37,P1.07	Medulla
R1.41,R2.63,R3.86,P1.07	ahighCD34+_bulge
R1.41,R2.64,R3.08,P1.05	Spinous
R1.41,R2.64,R3.14,P1.08	IRS
R1.41,R2.64,R3.37,P1.05	alowCD34+_bulge
R1.41,R2.64,R3.73,P1.08	Spinous
R1.41,R2.65,R3.15,P1.08	Basal
R1.41,R2.65,R3.58,P1.07	Basal
R1.41,R2.65,R3.61,P1.06	Spinous
R1.41,R2.65,R3.88,P1.08	ahighCD34+_bulge
R1.41,R2.66,R3.01,P1.06	Basal
R1.41,R2.66,R3.16,P1.05	TAC-1
R1.41,R2.66,R3.70,P1.06	ahighCD34+_bulge
R1.41,R2.67,R3.18,P1.05	Mix
R1.41,R2.67,R3.21,P1.07	Granular
R1.41,R2.67,R3.28,P1.08	TAC-1
R1.41,R2.67,R3.36,P1.08	TAC-2
R1.41,R2.67,R3.39,P1.07	TAC-1
R1.41,R2.67,R3.60,P1.06	Schwann_Cell
R1.41,R2.67,R3.87,P1.06	Hair_Shaft-cuticle.cortex
R1.41,R2.68,R3.03,P1.06	Basal
R1.41,R2.68,R3.67,P1.05	Infundibulum
R1.41,R2.68,R3.72,P1.06	Hair_Shaft-cuticle.cortex
R1.41,R2.69,R3.04,P1.06	Basal
R1.41,R2.69,R3.05,P1.05	Endothelial
R1.41,R2.69,R3.11,P1.06	Basal
R1.41,R2.69,R3.17,P1.07	alowCD34+_bulge
R1.41,R2.69,R3.21,P1.07	Basal
R1.41,R2.69,R3.22,P1.06	Infundibulum
R1.41,R2.69,R3.38,P1.05	ORS
R1.41,R2.69,R3.39,P1.08	Basal
R1.41,R2.69,R3.40,P1.07	Hair_Shaft-cuticle.cortex
R1.41,R2.70,R3.15,P1.07	Basal
R1.41,R2.70,R3.28,P1.07	TAC-1
R1.41,R2.70,R3.45,P1.05	Mix
R1.41,R2.70,R3.61,P1.08	TAC-2
R1.41,R2.70,R3.90,P1.06	Infundibulum
R1.41,R2.70,R3.91,P1.05	Infundibulum
R1.41,R2.71,R3.08,P1.05	Mix
R1.41,R2.71,R3.14,P1.08	IRS
R1.41,R2.71,R3.94,P1.06	Hair_Shaft-cuticle.cortex
R1.41,R2.72,R3.03,P1.08	Basal
R1.41,R2.72,R3.20,P1.08	Infundibulum
R1.41,R2.72,R3.23,P1.06	Basal
R1.41,R2.72,R3.30,P1.05	ahighCD34+_bulge
R1.41,R2.72,R3.38,P1.07	Granular
R1.41,R2.72,R3.66,P1.08	Dermal_Sheath
R1.41,R2.72,R3.82,P1.05	Granular
R1.41,R2.72,R3.92,P1.06	TAC-1
R1.41,R2.73,R3.32,P1.05	Mix
R1.41,R2.73,R3.60,P1.07	ahighCD34+_bulge
R1.41,R2.74,R3.59,P1.06	Basal
R1.41,R2.74,R3.64,P1.07	TAC-1
R1.41,R2.74,R3.67,P1.06	Basal
R1.41,R2.74,R3.71,P1.08	Infundibulum
R1.41,R2.74,R3.84,P1.07	Basal
R1.41,R2.75,R3.01,P1.08	TAC-1
R1.41,R2.75,R3.41,P1.07	IRS
R1.41,R2.75,R3.67,P1.07	Basal
R1.41,R2.75,R3.76,P1.06	Basal
R1.41,R2.76,R3.06,P1.07	K6+_Bulge_Companion_Layer
R1.41,R2.76,R3.11,P1.05	Spinous
R1.41,R2.76,R3.20,P1.07	TAC-1
R1.41,R2.76,R3.32,P1.08	ahighCD34+_bulge
